" imagePair" rating
farm1_100_257326697_c426301791.jpg farm1_100_257326697_c426301791.jpg -0.925619262940729
farm1_100_262844497_cc6da2af49.jpg farm1_100_262844497_cc6da2af49.jpg -0.016670446380605487
farm1_100_264982090_572a45140f.jpg farm1_100_264982090_572a45140f.jpg -0.19846020969263017
farm1_100_267235443_cc7c85fe3c.jpg farm1_100_267235443_cc7c85fe3c.jpg -0.19846020969263017
farm1_100_268959034_28c940e11d.jpg farm1_100_268959034_28c940e11d.jpg -0.19846020969263017
farm1_100_275014052_12b0749c7a.jpg farm1_100_275014052_12b0749c7a.jpg -0.3802499730046549
farm1_100_276822098_cbe498842d.jpg farm1_100_276822098_cbe498842d.jpg 1.074068133491543
farm1_100_287969323_c0dcb8f70b.jpg farm1_100_287969323_c0dcb8f70b.jpg -0.6983820588006981
farm1_100_288922704_4b51470eb9.jpg farm1_100_288922704_4b51470eb9.jpg -0.38024997300465496
farm1_100_289441748_6d357fb39a.jpg farm1_100_289441748_6d357fb39a.jpg -1.652778316188828
farm1_100_292925733_fc63555172.jpg farm1_100_292925733_fc63555172.jpg -0.7438294996287045
farm1_100_293210029_e37bc1b66f.jpg farm1_100_293210029_e37bc1b66f.jpg -1.380093671220791
farm1_100_294499271_211b843a07.jpg farm1_100_294499271_211b843a07.jpg -0.5620397363166797
farm1_100_295961735_34d2597033.jpg farm1_100_295961735_34d2597033.jpg -0.016670446380605507
farm1_100_296002180_db58fdcc58.jpg farm1_100_296002180_db58fdcc58.jpg 1.3467527784595799
farm1_100_296009358_9a46ace885.jpg farm1_100_296009358_9a46ace885.jpg -0.6983820588006983
farm1_100_305764740_b04fde24cc.jpg farm1_100_305764740_b04fde24cc.jpg -0.9256192629407292
farm1_100_310563377_aaf6dc3465.jpg farm1_100_310563377_aaf6dc3465.jpg -0.7438294996287043
farm1_100_312509510_5e5946827e.jpg farm1_100_312509510_5e5946827e.jpg -0.4711448546606673
farm1_100_312618713_24c98bd480.jpg farm1_100_312618713_24c98bd480.jpg -0.24390765052063634
farm1_100_317268092_4123c594f5.jpg farm1_100_317268092_4123c594f5.jpg -1.15285646708076
farm1_100_363293930_063a3abeb4.jpg farm1_100_363293930_063a3abeb4.jpg -0.016670446380605462
farm1_101_259318848_91390cda2d.jpg farm1_101_259318848_91390cda2d.jpg 1.0740681334915427
